title,address,area,price,number_bedroom,number_wc,number_floor,direction,entrance,facade,number_parking,id_estate 
-	bán nhà mới phố tứ liên tây hồ 39m2 x 5 tầng gía 5.35 tỷ,"Phường Tứ Liên, Quận Tây Hồ, Hà Nội",39,5350.0,6,4,5,,2.5,3.6,,3957723
Rao bán đất nền dự án rose mall tại đức hoà-long an,"Xã Hựu Thạnh, Huyện Đức Hòa, Long An",80,2000.0,,,,,,,,3957734
"Bán nhà shr hẻm 95 lê văn lương, p. tân kiểng, quận 7","Phường Tân Kiểng, Quận 7, TP HCM",44,3780.0,2,2,1,,3,,,3957733
"Bán gấp lô đất đường đoàn thị điểm, thị trấn vĩnh an, vĩnh cửu;","Thị Trấn Vĩnh An, Huyện Vĩnh Cửu, Đồng Nai",585,1340.0,,,,,,,,3957732
Rao bán đất nền dự án cát tường park house tại chơn thành-bình phước,"Thị trấn Chơn Thành, Thị Trấn Chơn Thành, Huyện Chơn Thành, Bình Phước",100,2000.0,,,,,,,,3957731
"Hc golden city nhận nhà ở ngay, chỉ từ 3.62 tỷ/căn 3pn, quà tới 100tr ck 4%","HC Golden City, Phường Bồ Đề, Quận Long Biên, Hà Nội",82,3620.0,3,2,25,Tây Nam,,40,2,3957729
Bán quỹ căn ngoại giao khu phố trung tâm,"Thị Trấn Hậu Nghĩa, Thị Trấn Hậu Nghĩa, Huyện Đức Hòa, Long An",110,9000.0,,,,,,,,3957728
"Đội cấn - ngọc hà diện tích 32mx5t, mặt tiền 4m, 30m ra mặt phố lớn giá chỉ 3t","Phường Đội Cấn, Quận Ba Đình, Hà Nội",32,3000.0,,,,Bắc,,,,3957727
"BÁn chdv 5 tẦng nƠ trang long, thu nhẬp 35tr/thÁng. chỈ 8 tỶ","No Trang Long, Ph??ng 14, Binh Thanh, TP HCM",44,8000.0,7,,5,T?t c?,3,4,,3957725
"Kẹt tiền bán gấp nhà q12, gần cty phần mềm quang trung","Phường Tân Chánh Hiệp, Quận 12, TP HCM",77.4,3550.0,3,3,1,,6,,,3957724
-	bán nhà mới phố tứ liên tây hồ 39m2 x 5 tầng gía 5.35 tỷ,"Phường Tứ Liên, Quận Tây Hồ, Hà Nội",39,5350.0,6,4,5,,2.5,3.6,,3957723
Rao bán đất nền dự án rose mall tại đức hoà-long an,"Xã Hựu Thạnh, Huyện Đức Hòa, Long An",80,2000.0,,,,,,,,3957734
"Bán nhà shr hẻm 95 lê văn lương, p. tân kiểng, quận 7","Phường Tân Kiểng, Quận 7, TP HCM",44,3780.0,2,2,1,,3,,,3957733
"Bán gấp lô đất đường đoàn thị điểm, thị trấn vĩnh an, vĩnh cửu;","Thị Trấn Vĩnh An, Huyện Vĩnh Cửu, Đồng Nai",585,1340.0,,,,,,,,3957732
Rao bán đất nền dự án cát tường park house tại chơn thành-bình phước,"Thị trấn Chơn Thành, Thị Trấn Chơn Thành, Huyện Chơn Thành, Bình Phước",100,2000.0,,,,,,,,3957731
"Hc golden city nhận nhà ở ngay, chỉ từ 3.62 tỷ/căn 3pn, quà tới 100tr ck 4%","HC Golden City, Phường Bồ Đề, Quận Long Biên, Hà Nội",82,3620.0,3,2,25,Tây Nam,,40,2,3957729
Bán quỹ căn ngoại giao khu phố trung tâm,"Thị Trấn Hậu Nghĩa, Thị Trấn Hậu Nghĩa, Huyện Đức Hòa, Long An",110,9000.0,,,,,,,,3957728
"Đội cấn - ngọc hà diện tích 32mx5t, mặt tiền 4m, 30m ra mặt phố lớn giá chỉ 3t","Phường Đội Cấn, Quận Ba Đình, Hà Nội",32,3000.0,,,,Bắc,,,,3957727
"BÁn chdv 5 tẦng nƠ trang long, thu nhẬp 35tr/thÁng. chỈ 8 tỶ","No Trang Long, Ph??ng 14, Binh Thanh, TP HCM",44,8000.0,7,,5,T?t c?,3,4,,3957725
"Kẹt tiền bán gấp nhà q12, gần cty phần mềm quang trung","Phường Tân Chánh Hiệp, Quận 12, TP HCM",77.4,3550.0,3,3,1,,6,,,3957724
-	bán nhà mới phố tứ liên tây hồ 39m2 x 5 tầng gía 5.35 tỷ,"Phường Tứ Liên, Quận Tây Hồ, Hà Nội",39,5350.0,6,4,5,,2.5,3.6,,3957723
Rao bán đất nền dự án rose mall tại đức hoà-long an,"Xã Hựu Thạnh, Huyện Đức Hòa, Long An",80,2000.0,,,,,,,,3957734
"Bán nhà shr hẻm 95 lê văn lương, p. tân kiểng, quận 7","Phường Tân Kiểng, Quận 7, TP HCM",44,3780.0,2,2,1,,3,,,3957733
"Bán gấp lô đất đường đoàn thị điểm, thị trấn vĩnh an, vĩnh cửu;","Thị Trấn Vĩnh An, Huyện Vĩnh Cửu, Đồng Nai",585,1340.0,,,,,,,,3957732
Rao bán đất nền dự án cát tường park house tại chơn thành-bình phước,"Thị trấn Chơn Thành, Thị Trấn Chơn Thành, Huyện Chơn Thành, Bình Phước",100,2000.0,,,,,,,,3957731
"Hc golden city nhận nhà ở ngay, chỉ từ 3.62 tỷ/căn 3pn, quà tới 100tr ck 4%","HC Golden City, Phường Bồ Đề, Quận Long Biên, Hà Nội",82,3620.0,3,2,25,Tây Nam,,40,2,3957729
Bán quỹ căn ngoại giao khu phố trung tâm,"Thị Trấn Hậu Nghĩa, Thị Trấn Hậu Nghĩa, Huyện Đức Hòa, Long An",110,9000.0,,,,,,,,3957728
"Đội cấn - ngọc hà diện tích 32mx5t, mặt tiền 4m, 30m ra mặt phố lớn giá chỉ 3t","Phường Đội Cấn, Quận Ba Đình, Hà Nội",32,3000.0,,,,Bắc,,,,3957727
"BÁn chdv 5 tẦng nƠ trang long, thu nhẬp 35tr/thÁng. chỈ 8 tỶ","No Trang Long, Ph??ng 14, Binh Thanh, TP HCM",44,8000.0,7,,5,T?t c?,3,4,,3957725
"Kẹt tiền bán gấp nhà q12, gần cty phần mềm quang trung","Phường Tân Chánh Hiệp, Quận 12, TP HCM",77.4,3550.0,3,3,1,,6,,,3957724
-	bán nhà mới phố tứ liên tây hồ 39m2 x 5 tầng gía 5.35 tỷ,"Phường Tứ Liên, Quận Tây Hồ, Hà Nội",39,5350.0,6,4,5,,2.5,3.6,,3957723
Rao bán đất nền dự án rose mall tại đức hoà-long an,"Xã Hựu Thạnh, Huyện Đức Hòa, Long An",80,2000.0,,,,,,,,3957734
"Bán nhà shr hẻm 95 lê văn lương, p. tân kiểng, quận 7","Phường Tân Kiểng, Quận 7, TP HCM",44,3780.0,2,2,1,,3,,,3957733
"Bán gấp lô đất đường đoàn thị điểm, thị trấn vĩnh an, vĩnh cửu;","Thị Trấn Vĩnh An, Huyện Vĩnh Cửu, Đồng Nai",585,1340.0,,,,,,,,3957732
Rao bán đất nền dự án cát tường park house tại chơn thành-bình phước,"Thị trấn Chơn Thành, Thị Trấn Chơn Thành, Huyện Chơn Thành, Bình Phước",100,2000.0,,,,,,,,3957731
"Hc golden city nhận nhà ở ngay, chỉ từ 3.62 tỷ/căn 3pn, quà tới 100tr ck 4%","HC Golden City, Phường Bồ Đề, Quận Long Biên, Hà Nội",82,3620.0,3,2,25,Tây Nam,,40,2,3957729
Bán quỹ căn ngoại giao khu phố trung tâm,"Thị Trấn Hậu Nghĩa, Thị Trấn Hậu Nghĩa, Huyện Đức Hòa, Long An",110,9000.0,,,,,,,,3957728
"Đội cấn - ngọc hà diện tích 32mx5t, mặt tiền 4m, 30m ra mặt phố lớn giá chỉ 3t","Phường Đội Cấn, Quận Ba Đình, Hà Nội",32,3000.0,,,,Bắc,,,,3957727
"BÁn chdv 5 tẦng nƠ trang long, thu nhẬp 35tr/thÁng. chỈ 8 tỶ","No Trang Long, Ph??ng 14, Binh Thanh, TP HCM",44,8000.0,7,,5,T?t c?,3,4,,3957725
"Kẹt tiền bán gấp nhà q12, gần cty phần mềm quang trung","Phường Tân Chánh Hiệp, Quận 12, TP HCM",77.4,3550.0,3,3,1,,6,,,3957724
-	bán nhà mới phố tứ liên tây hồ 39m2 x 5 tầng gía 5.35 tỷ,"Phường Tứ Liên, Quận Tây Hồ, Hà Nội",39,5350.0,6,4,5,,2.5,3.6,,3957723
Rao bán đất nền dự án rose mall tại đức hoà-long an,"Xã Hựu Thạnh, Huyện Đức Hòa, Long An",80,2000.0,,,,,,,,3957734
"Bán nhà shr hẻm 95 lê văn lương, p. tân kiểng, quận 7","Phường Tân Kiểng, Quận 7, TP HCM",44,3780.0,2,2,1,,3,,,3957733
"Bán gấp lô đất đường đoàn thị điểm, thị trấn vĩnh an, vĩnh cửu;","Thị Trấn Vĩnh An, Huyện Vĩnh Cửu, Đồng Nai",585,1340.0,,,,,,,,3957732
Rao bán đất nền dự án cát tường park house tại chơn thành-bình phước,"Thị trấn Chơn Thành, Thị Trấn Chơn Thành, Huyện Chơn Thành, Bình Phước",100,2000.0,,,,,,,,3957731
"Hc golden city nhận nhà ở ngay, chỉ từ 3.62 tỷ/căn 3pn, quà tới 100tr ck 4%","HC Golden City, Phường Bồ Đề, Quận Long Biên, Hà Nội",82,3620.0,3,2,25,Tây Nam,,40,2,3957729
Bán quỹ căn ngoại giao khu phố trung tâm,"Thị Trấn Hậu Nghĩa, Thị Trấn Hậu Nghĩa, Huyện Đức Hòa, Long An",110,9000.0,,,,,,,,3957728
"Đội cấn - ngọc hà diện tích 32mx5t, mặt tiền 4m, 30m ra mặt phố lớn giá chỉ 3t","Phường Đội Cấn, Quận Ba Đình, Hà Nội",32,3000.0,,,,Bắc,,,,3957727
"BÁn chdv 5 tẦng nƠ trang long, thu nhẬp 35tr/thÁng. chỈ 8 tỶ","No Trang Long, Ph??ng 14, Binh Thanh, TP HCM",44,8000.0,7,,5,T?t c?,3,4,,3957725
"Kẹt tiền bán gấp nhà q12, gần cty phần mềm quang trung","Phường Tân Chánh Hiệp, Quận 12, TP HCM",77.4,3550.0,3,3,1,,6,,,3957724
-	bán nhà mới phố tứ liên tây hồ 39m2 x 5 tầng gía 5.35 tỷ,"Phường Tứ Liên, Quận Tây Hồ, Hà Nội",39,5350.0,6,4,5,,2.5,3.6,,3957723
Rao bán đất nền dự án rose mall tại đức hoà-long an,"Xã Hựu Thạnh, Huyện Đức Hòa, Long An",80,2000.0,,,,,,,,3957734
"Bán nhà shr hẻm 95 lê văn lương, p. tân kiểng, quận 7","Phường Tân Kiểng, Quận 7, TP HCM",44,3780.0,2,2,1,,3,,,3957733
"Bán gấp lô đất đường đoàn thị điểm, thị trấn vĩnh an, vĩnh cửu;","Thị Trấn Vĩnh An, Huyện Vĩnh Cửu, Đồng Nai",585,1340.0,,,,,,,,3957732
Rao bán đất nền dự án cát tường park house tại chơn thành-bình phước,"Thị trấn Chơn Thành, Thị Trấn Chơn Thành, Huyện Chơn Thành, Bình Phước",100,2000.0,,,,,,,,3957731
"Hc golden city nhận nhà ở ngay, chỉ từ 3.62 tỷ/căn 3pn, quà tới 100tr ck 4%","HC Golden City, Phường Bồ Đề, Quận Long Biên, Hà Nội",82,3620.0,3,2,25,Tây Nam,,40,2,3957729
Bán quỹ căn ngoại giao khu phố trung tâm,"Thị Trấn Hậu Nghĩa, Thị Trấn Hậu Nghĩa, Huyện Đức Hòa, Long An",110,9000.0,,,,,,,,3957728
"Đội cấn - ngọc hà diện tích 32mx5t, mặt tiền 4m, 30m ra mặt phố lớn giá chỉ 3t","Phường Đội Cấn, Quận Ba Đình, Hà Nội",32,3000.0,,,,Bắc,,,,3957727
"BÁn chdv 5 tẦng nƠ trang long, thu nhẬp 35tr/thÁng. chỈ 8 tỶ","No Trang Long, Ph??ng 14, Binh Thanh, TP HCM",44,8000.0,7,,5,T?t c?,3,4,,3957725
"Kẹt tiền bán gấp nhà q12, gần cty phần mềm quang trung","Phường Tân Chánh Hiệp, Quận 12, TP HCM",77.4,3550.0,3,3,1,,6,,,3957724
-	bán nhà mới phố tứ liên tây hồ 39m2 x 5 tầng gía 5.35 tỷ,"Phường Tứ Liên, Quận Tây Hồ, Hà Nội",39,5350.0,6,4,5,,2.5,3.6,,3957723
Rao bán đất nền dự án rose mall tại đức hoà-long an,"Xã Hựu Thạnh, Huyện Đức Hòa, Long An",80,2000.0,,,,,,,,3957734
"Bán nhà shr hẻm 95 lê văn lương, p. tân kiểng, quận 7","Phường Tân Kiểng, Quận 7, TP HCM",44,3780.0,2,2,1,,3,,,3957733
"Bán gấp lô đất đường đoàn thị điểm, thị trấn vĩnh an, vĩnh cửu;","Thị Trấn Vĩnh An, Huyện Vĩnh Cửu, Đồng Nai",585,1340.0,,,,,,,,3957732
Rao bán đất nền dự án cát tường park house tại chơn thành-bình phước,"Thị trấn Chơn Thành, Thị Trấn Chơn Thành, Huyện Chơn Thành, Bình Phước",100,2000.0,,,,,,,,3957731
"Hc golden city nhận nhà ở ngay, chỉ từ 3.62 tỷ/căn 3pn, quà tới 100tr ck 4%","HC Golden City, Phường Bồ Đề, Quận Long Biên, Hà Nội",82,3620.0,3,2,25,Tây Nam,,40,2,3957729
Bán quỹ căn ngoại giao khu phố trung tâm,"Thị Trấn Hậu Nghĩa, Thị Trấn Hậu Nghĩa, Huyện Đức Hòa, Long An",110,9000.0,,,,,,,,3957728
"Đội cấn - ngọc hà diện tích 32mx5t, mặt tiền 4m, 30m ra mặt phố lớn giá chỉ 3t","Phường Đội Cấn, Quận Ba Đình, Hà Nội",32,3000.0,,,,Bắc,,,,3957727
"BÁn chdv 5 tẦng nƠ trang long, thu nhẬp 35tr/thÁng. chỈ 8 tỶ","No Trang Long, Ph??ng 14, Binh Thanh, TP HCM",44,8000.0,7,,5,T?t c?,3,4,,3957725
"Kẹt tiền bán gấp nhà q12, gần cty phần mềm quang trung","Phường Tân Chánh Hiệp, Quận 12, TP HCM",77.4,3550.0,3,3,1,,6,,,3957724
-	bán nhà mới phố tứ liên tây hồ 39m2 x 5 tầng gía 5.35 tỷ,"Phường Tứ Liên, Quận Tây Hồ, Hà Nội",39,5350.0,6,4,5,,2.5,3.6,,3957723
Rao bán đất nền dự án rose mall tại đức hoà-long an,"Xã Hựu Thạnh, Huyện Đức Hòa, Long An",80,2000.0,,,,,,,,3957734
"Bán nhà shr hẻm 95 lê văn lương, p. tân kiểng, quận 7","Phường Tân Kiểng, Quận 7, TP HCM",44,3780.0,2,2,1,,3,,,3957733
"Bán gấp lô đất đường đoàn thị điểm, thị trấn vĩnh an, vĩnh cửu;","Thị Trấn Vĩnh An, Huyện Vĩnh Cửu, Đồng Nai",585,1340.0,,,,,,,,3957732
Rao bán đất nền dự án cát tường park house tại chơn thành-bình phước,"Thị trấn Chơn Thành, Thị Trấn Chơn Thành, Huyện Chơn Thành, Bình Phước",100,2000.0,,,,,,,,3957731
"Hc golden city nhận nhà ở ngay, chỉ từ 3.62 tỷ/căn 3pn, quà tới 100tr ck 4%","HC Golden City, Phường Bồ Đề, Quận Long Biên, Hà Nội",82,3620.0,3,2,25,Tây Nam,,40,2,3957729
Bán quỹ căn ngoại giao khu phố trung tâm,"Thị Trấn Hậu Nghĩa, Thị Trấn Hậu Nghĩa, Huyện Đức Hòa, Long An",110,9000.0,,,,,,,,3957728
"Đội cấn - ngọc hà diện tích 32mx5t, mặt tiền 4m, 30m ra mặt phố lớn giá chỉ 3t","Phường Đội Cấn, Quận Ba Đình, Hà Nội",32,3000.0,,,,Bắc,,,,3957727
"BÁn chdv 5 tẦng nƠ trang long, thu nhẬp 35tr/thÁng. chỈ 8 tỶ","No Trang Long, Ph??ng 14, Binh Thanh, TP HCM",44,8000.0,7,,5,T?t c?,3,4,,3957725
"Kẹt tiền bán gấp nhà q12, gần cty phần mềm quang trung","Phường Tân Chánh Hiệp, Quận 12, TP HCM",77.4,3550.0,3,3,1,,6,,,3957724
-	bán nhà mới phố tứ liên tây hồ 39m2 x 5 tầng gía 5.35 tỷ,"Phường Tứ Liên, Quận Tây Hồ, Hà Nội",39,5350.0,6,4,5,,2.5,3.6,,3957723
Rao bán đất nền dự án rose mall tại đức hoà-long an,"Xã Hựu Thạnh, Huyện Đức Hòa, Long An",80,2000.0,,,,,,,,3957734
"Bán nhà shr hẻm 95 lê văn lương, p. tân kiểng, quận 7","Phường Tân Kiểng, Quận 7, TP HCM",44,3780.0,2,2,1,,3,,,3957733
"Bán gấp lô đất đường đoàn thị điểm, thị trấn vĩnh an, vĩnh cửu;","Thị Trấn Vĩnh An, Huyện Vĩnh Cửu, Đồng Nai",585,1340.0,,,,,,,,3957732
Rao bán đất nền dự án cát tường park house tại chơn thành-bình phước,"Thị trấn Chơn Thành, Thị Trấn Chơn Thành, Huyện Chơn Thành, Bình Phước",100,2000.0,,,,,,,,3957731
"Hc golden city nhận nhà ở ngay, chỉ từ 3.62 tỷ/căn 3pn, quà tới 100tr ck 4%","HC Golden City, Phường Bồ Đề, Quận Long Biên, Hà Nội",82,3620.0,3,2,25,Tây Nam,,40,2,3957729
Bán quỹ căn ngoại giao khu phố trung tâm,"Thị Trấn Hậu Nghĩa, Thị Trấn Hậu Nghĩa, Huyện Đức Hòa, Long An",110,9000.0,,,,,,,,3957728
"Đội cấn - ngọc hà diện tích 32mx5t, mặt tiền 4m, 30m ra mặt phố lớn giá chỉ 3t","Phường Đội Cấn, Quận Ba Đình, Hà Nội",32,3000.0,,,,Bắc,,,,3957727
"BÁn chdv 5 tẦng nƠ trang long, thu nhẬp 35tr/thÁng. chỈ 8 tỶ","No Trang Long, Ph??ng 14, Binh Thanh, TP HCM",44,8000.0,7,,5,T?t c?,3,4,,3957725
"Kẹt tiền bán gấp nhà q12, gần cty phần mềm quang trung","Phường Tân Chánh Hiệp, Quận 12, TP HCM",77.4,3550.0,3,3,1,,6,,,3957724
-	bán nhà mới phố tứ liên tây hồ 39m2 x 5 tầng gía 5.35 tỷ,"Phường Tứ Liên, Quận Tây Hồ, Hà Nội",39,5350.0,6,4,5,,2.5,3.6,,3957723
Rao bán đất nền dự án rose mall tại đức hoà-long an,"Xã Hựu Thạnh, Huyện Đức Hòa, Long An",80,2000.0,,,,,,,,3957734
"Bán nhà shr hẻm 95 lê văn lương, p. tân kiểng, quận 7","Phường Tân Kiểng, Quận 7, TP HCM",44,3780.0,2,2,1,,3,,,3957733
"Bán gấp lô đất đường đoàn thị điểm, thị trấn vĩnh an, vĩnh cửu;","Thị Trấn Vĩnh An, Huyện Vĩnh Cửu, Đồng Nai",585,1340.0,,,,,,,,3957732
Rao bán đất nền dự án cát tường park house tại chơn thành-bình phước,"Thị trấn Chơn Thành, Thị Trấn Chơn Thành, Huyện Chơn Thành, Bình Phước",100,2000.0,,,,,,,,3957731
"Hc golden city nhận nhà ở ngay, chỉ từ 3.62 tỷ/căn 3pn, quà tới 100tr ck 4%","HC Golden City, Phường Bồ Đề, Quận Long Biên, Hà Nội",82,3620.0,3,2,25,Tây Nam,,40,2,3957729
Bán quỹ căn ngoại giao khu phố trung tâm,"Thị Trấn Hậu Nghĩa, Thị Trấn Hậu Nghĩa, Huyện Đức Hòa, Long An",110,9000.0,,,,,,,,3957728
"Đội cấn - ngọc hà diện tích 32mx5t, mặt tiền 4m, 30m ra mặt phố lớn giá chỉ 3t","Phường Đội Cấn, Quận Ba Đình, Hà Nội",32,3000.0,,,,Bắc,,,,3957727
"BÁn chdv 5 tẦng nƠ trang long, thu nhẬp 35tr/thÁng. chỈ 8 tỶ","No Trang Long, Ph??ng 14, Binh Thanh, TP HCM",44,8000.0,7,,5,T?t c?,3,4,,3957725
"Kẹt tiền bán gấp nhà q12, gần cty phần mềm quang trung","Phường Tân Chánh Hiệp, Quận 12, TP HCM",77.4,3550.0,3,3,1,,6,,,3957724
-	bán nhà mới phố tứ liên tây hồ 39m2 x 5 tầng gía 5.35 tỷ,"Phường Tứ Liên, Quận Tây Hồ, Hà Nội",39,5350.0,6,4,5,,2.5,3.6,,3957723
Rao bán đất nền dự án rose mall tại đức hoà-long an,"Xã Hựu Thạnh, Huyện Đức Hòa, Long An",80,2000.0,,,,,,,,3957734
"Bán nhà shr hẻm 95 lê văn lương, p. tân kiểng, quận 7","Phường Tân Kiểng, Quận 7, TP HCM",44,3780.0,2,2,1,,3,,,3957733
"Bán gấp lô đất đường đoàn thị điểm, thị trấn vĩnh an, vĩnh cửu;","Thị Trấn Vĩnh An, Huyện Vĩnh Cửu, Đồng Nai",585,1340.0,,,,,,,,3957732
Rao bán đất nền dự án cát tường park house tại chơn thành-bình phước,"Thị trấn Chơn Thành, Thị Trấn Chơn Thành, Huyện Chơn Thành, Bình Phước",100,2000.0,,,,,,,,3957731
"Hc golden city nhận nhà ở ngay, chỉ từ 3.62 tỷ/căn 3pn, quà tới 100tr ck 4%","HC Golden City, Phường Bồ Đề, Quận Long Biên, Hà Nội",82,3620.0,3,2,25,Tây Nam,,40,2,3957729
Bán quỹ căn ngoại giao khu phố trung tâm,"Thị Trấn Hậu Nghĩa, Thị Trấn Hậu Nghĩa, Huyện Đức Hòa, Long An",110,9000.0,,,,,,,,3957728
"Đội cấn - ngọc hà diện tích 32mx5t, mặt tiền 4m, 30m ra mặt phố lớn giá chỉ 3t","Phường Đội Cấn, Quận Ba Đình, Hà Nội",32,3000.0,,,,Bắc,,,,3957727
"BÁn chdv 5 tẦng nƠ trang long, thu nhẬp 35tr/thÁng. chỈ 8 tỶ","No Trang Long, Ph??ng 14, Binh Thanh, TP HCM",44,8000.0,7,,5,T?t c?,3,4,,3957725
"Kẹt tiền bán gấp nhà q12, gần cty phần mềm quang trung","Phường Tân Chánh Hiệp, Quận 12, TP HCM",77.4,3550.0,3,3,1,,6,,,3957724
-	bán nhà mới phố tứ liên tây hồ 39m2 x 5 tầng gía 5.35 tỷ,"Phường Tứ Liên, Quận Tây Hồ, Hà Nội",39,5350.0,6,4,5,,2.5,3.6,,3957723
Rao bán đất nền dự án rose mall tại đức hoà-long an,"Xã Hựu Thạnh, Huyện Đức Hòa, Long An",80,2000.0,,,,,,,,3957734
"Bán nhà shr hẻm 95 lê văn lương, p. tân kiểng, quận 7","Phường Tân Kiểng, Quận 7, TP HCM",44,3780.0,2,2,1,,3,,,3957733
"Bán gấp lô đất đường đoàn thị điểm, thị trấn vĩnh an, vĩnh cửu;","Thị Trấn Vĩnh An, Huyện Vĩnh Cửu, Đồng Nai",585,1340.0,,,,,,,,3957732
Rao bán đất nền dự án cát tường park house tại chơn thành-bình phước,"Thị trấn Chơn Thành, Thị Trấn Chơn Thành, Huyện Chơn Thành, Bình Phước",100,2000.0,,,,,,,,3957731
"Hc golden city nhận nhà ở ngay, chỉ từ 3.62 tỷ/căn 3pn, quà tới 100tr ck 4%","HC Golden City, Phường Bồ Đề, Quận Long Biên, Hà Nội",82,3620.0,3,2,25,Tây Nam,,40,2,3957729
Bán quỹ căn ngoại giao khu phố trung tâm,"Thị Trấn Hậu Nghĩa, Thị Trấn Hậu Nghĩa, Huyện Đức Hòa, Long An",110,9000.0,,,,,,,,3957728
"Đội cấn - ngọc hà diện tích 32mx5t, mặt tiền 4m, 30m ra mặt phố lớn giá chỉ 3t","Phường Đội Cấn, Quận Ba Đình, Hà Nội",32,3000.0,,,,Bắc,,,,3957727
"BÁn chdv 5 tẦng nƠ trang long, thu nhẬp 35tr/thÁng. chỈ 8 tỶ","No Trang Long, Ph??ng 14, Binh Thanh, TP HCM",44,8000.0,7,,5,T?t c?,3,4,,3957725
"Kẹt tiền bán gấp nhà q12, gần cty phần mềm quang trung","Phường Tân Chánh Hiệp, Quận 12, TP HCM",77.4,3550.0,3,3,1,,6,,,3957724
-	bán nhà mới phố tứ liên tây hồ 39m2 x 5 tầng gía 5.35 tỷ,"Phường Tứ Liên, Quận Tây Hồ, Hà Nội",39,5350.0,6,4,5,,2.5,3.6,,3957723
Rao bán đất nền dự án rose mall tại đức hoà-long an,"Xã Hựu Thạnh, Huyện Đức Hòa, Long An",80,2000.0,,,,,,,,3957734
